judge_label,split_id,dev_models,test_models,dev_size,test_size,n_questions,topdisc_rho,topdisc_tau,topdisc_pairwise_acc,topdisc_top1_match,random_trials,random_mean_rho,random_std_rho,random_min_rho,random_max_rho,random_p05_rho,random_p95_rho,random_mean_tau,random_mean_pairwise_acc,random_mean_top1_match,topdisc_beats_random_trial_rate
gpt4omini,223,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta,gemma-2-9b-it",7,4,40,1.0,1.0,1.0,1.0,200,0.907,0.0997546991374341,0.8,1.0,0.8,1.0,0.845,0.9187500000000001,1.0,0.465
gpt4omini,223,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta,gemma-2-9b-it",7,4,60,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.906,0.09981983770774222,0.8,1.0,0.8,1.0,0.8433333333333333,0.9133333333333333,1.0,0.0
gpt4omini,223,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta,gemma-2-9b-it",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,10,0.4,0.3333333333333333,0.6666666666666666,1.0,200,0.723,0.26659144772479104,0.19999999999999996,1.0,0.19999999999999996,1.0,0.6523333333333333,0.8175,1.0,0.075
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,20,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.785,0.2382750511488771,0.19999999999999996,1.0,0.4,1.0,0.7233333333333333,0.8520833333333333,1.0,0.21
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,25,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.781,0.24867448602540632,0.19999999999999996,1.0,0.19999999999999996,1.0,0.7143333333333333,0.8520833333333333,1.0,0.205
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,30,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.8180000000000001,0.22907640646736188,0.19999999999999996,1.0,0.19999999999999996,1.0,0.7583333333333333,0.8745833333333334,1.0,0.145
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,40,0.8,1.0,0.9166666666666666,1.0,200,0.891,0.15204933409916663,0.19999999999999996,1.0,0.7800000000000005,1.0,0.8456666666666667,0.91625,1.0,0.05
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.933,0.13605513588247964,0.19999999999999996,1.0,0.8,1.0,0.91,0.9516666666666667,1.0,0.26
gpt4omini,224,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,granite-3.1-8b-instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,10,0.19999999999999996,0.2,0.5833333333333334,1.0,200,0.738,0.2625947448065174,0.19999999999999996,1.0,0.19999999999999996,1.0,0.6723333333333333,0.825,1.0,0.0
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,20,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.767,0.24881921147692757,0.19999999999999996,1.0,0.19999999999999996,1.0,0.6876666666666666,0.8375,1.0,0.21
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,25,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.8140000000000001,0.23281752511355325,0.19999999999999996,1.0,0.19999999999999996,1.0,0.748,0.8666666666666667,1.0,0.155
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,30,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.8210000000000001,0.21670025380695795,0.19999999999999996,1.0,0.4,1.0,0.7606666666666666,0.875,1.0,0.155
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,40,1.0,1.0,1.0,1.0,200,0.877,0.17626967975236127,0.19999999999999996,1.0,0.4,1.0,0.8173333333333334,0.9029166666666667,1.0,0.46
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,60,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.926,0.10258654882585726,0.4,1.0,0.8,1.0,0.88,0.9358333333333333,1.0,0.005
gpt4omini,225,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,10,1.0,1.0,1.0,1.0,200,0.9440000000000001,0.08979977728257457,0.8,1.0,0.8,1.0,0.9066666666666666,0.94875,0.99,0.28
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,20,1.0,1.0,1.0,1.0,200,0.956,0.0828492607088319,0.8,1.0,0.8,1.0,0.9266666666666666,0.9620833333333333,1.0,0.22
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,25,1.0,1.0,1.0,1.0,200,0.959,0.08074032449773778,0.8,1.0,0.8,1.0,0.9316666666666666,0.96375,1.0,0.205
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,30,1.0,1.0,1.0,1.0,200,0.975,0.06614378277661476,0.8,1.0,0.8,1.0,0.9583333333333334,0.9770833333333333,1.0,0.125
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,40,1.0,1.0,1.0,1.0,200,0.988,0.04749736834815166,0.8,1.0,0.8,1.0,0.98,0.9883333333333333,1.0,0.06
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,60,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9991666666666666,1.0,0.0
gpt4omini,226,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.929,0.10751278993682564,0.4,1.0,0.8,1.0,0.8866666666666666,0.935,0.975,0.335
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.9390000000000001,0.0920814856526544,0.8,1.0,0.8,1.0,0.8983333333333333,0.9458333333333333,1.0,0.305
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.954,0.08416650165000324,0.8,1.0,0.8,1.0,0.9233333333333333,0.95875,1.0,0.23
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.9460000000000001,0.08879189152169244,0.8,1.0,0.8,1.0,0.91,0.9533333333333334,1.0,0.27
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.973,0.06834471449936709,0.8,1.0,0.8,1.0,0.955,0.9729166666666667,1.0,0.135
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.989,0.04559605246071198,0.8,1.0,0.8,1.0,0.9816666666666667,0.9895833333333334,1.0,0.055
gpt4omini,227,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,10,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.915,0.1047616341987848,0.4,1.0,0.8,1.0,0.86,0.9245833333333333,1.0,0.005
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,20,1.0,1.0,1.0,1.0,200,0.901,0.09999499987499373,0.8,1.0,0.8,1.0,0.835,0.9145833333333333,1.0,0.495
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,25,1.0,1.0,1.0,1.0,200,0.916,0.09871170143402451,0.8,1.0,0.8,1.0,0.86,0.9266666666666666,1.0,0.42
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,30,1.0,1.0,1.0,1.0,200,0.909,0.09959417653658267,0.8,1.0,0.8,1.0,0.8483333333333333,0.92125,1.0,0.455
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,40,1.0,1.0,1.0,1.0,200,0.934,0.09404254356406996,0.8,1.0,0.8,1.0,0.89,0.9420833333333334,1.0,0.33
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,60,1.0,1.0,0.9166666666666666,1.0,200,0.923,0.09731906288081485,0.8,1.0,0.8,1.0,0.8716666666666667,0.9291666666666667,1.0,0.385
gpt4omini,228,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,10,1.0,1.0,1.0,1.0,200,0.925,0.11034038245356953,0.4,1.0,0.8,1.0,0.8783333333333333,0.9366666666666666,0.995,0.35
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,20,1.0,1.0,1.0,1.0,200,0.931,0.09507365565707461,0.8,1.0,0.8,1.0,0.885,0.93875,1.0,0.345
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,25,1.0,1.0,1.0,1.0,200,0.958,0.08146164741766519,0.8,1.0,0.8,1.0,0.9299999999999999,0.9633333333333334,1.0,0.21
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,30,1.0,1.0,1.0,1.0,200,0.9470000000000001,0.08826664149042943,0.8,1.0,0.8,1.0,0.9116666666666666,0.95375,1.0,0.265
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,40,1.0,1.0,1.0,1.0,200,0.96,0.07999999999999999,0.8,1.0,0.8,1.0,0.9333333333333333,0.9645833333333333,1.0,0.2
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,60,1.0,1.0,1.0,1.0,200,0.983,0.05577633906953735,0.8,1.0,0.8,1.0,0.9716666666666667,0.985,1.0,0.085
gpt4omini,229,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,10,1.0,1.0,0.9166666666666666,1.0,200,0.928,0.10205880657738457,0.4,1.0,0.8,1.0,0.8846666666666666,0.9379166666666667,0.995,0.35
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,20,1.0,1.0,1.0,1.0,200,0.956,0.0828492607088319,0.8,1.0,0.8,1.0,0.9266666666666666,0.9608333333333333,1.0,0.22
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,25,1.0,1.0,1.0,1.0,200,0.969,0.07238093671679027,0.8,1.0,0.8,1.0,0.9483333333333334,0.9720833333333333,1.0,0.155
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,30,1.0,1.0,1.0,1.0,200,0.973,0.06834471449936709,0.8,1.0,0.8,1.0,0.955,0.9766666666666667,1.0,0.135
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,40,1.0,1.0,1.0,1.0,200,0.98,0.059999999999999984,0.8,1.0,0.8,1.0,0.9666666666666667,0.9825,1.0,0.1
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,60,1.0,1.0,1.0,1.0,200,0.996,0.027999999999999994,0.8,1.0,1.0,1.0,0.9933333333333333,0.9966666666666667,1.0,0.02
gpt4omini,230,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","EXAONE-3.5-7.8B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
gpt4omini,231,"Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Mistral-7B-Instruct-v0.3,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","EXAONE-3.5-7.8B-Instruct,OLMo-2-1124-7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.6880000000000001,0.2526974475533934,0.0,1.0,0.19999999999999996,1.0,0.602,0.7925,0.975,0.815
